Majority Protein ID,Sample 01_WT,Sample 02_T1,Sample 03_T2,Sample 04_WT,Sample 05_T1,Sample 06_T2,Sample 07_WT,Sample 08_T1,Sample 09_T2,Sample 10_WT,Sample 11_T1,Sample 12_T2,Sample 13_WT,Sample 14_T1,Sample 15_T2
A2AJL3,0.07430954629956008,0.07817414320537121,0.04817468249110919,0.11823863441242724,0.03953644747430498,0.08282001015831696,0.135052825168396,0.07675689495721805,0.1005854948497592,0.06819199966955854,0.1700717470359244,0.050025235760856525,0.039279752733191516,0.0714400057928828,0.11723268355167708
A2AKG8,0.3014293400431868,0.30966787631098475,0.3623342403349156,0.29177469468782297,0.247301856331116,0.2605466056741456,0.32118226132479866,0.36931338327030644,0.32664077318188395,0.20631993456204534,0.4193772819051923,0.3188007312706587,0.2744992521831077,0.28123065534323866,0.3777865821449904
A2ALS5,4.937588395871692,5.121275223645024,5.15155949012069,5.4698723100218425,3.9574183894534345,4.381133787080015,4.151404411205256,4.372375968972589,4.828342847948991,5.2707133588063275,5.493483988423072,5.127466106905424,4.088809119096872,5.677473246484985,6.402402897052769
A2ALU4,4.0766398840281495,3.552889793243625,3.322614769922514,2.993617038364662,2.6027186396394852,4.324396805979663,3.2425999577591513,3.1780762397210975,3.3103184776505823,4.288662511101683,3.9281576790417136,3.6034741072957,2.847043731939596,4.003236040999089,3.4096202946574765
A2AMZ4,0.0,0.016489509364990534,0.0,0.0,0.0,0.009514232351842162,0.014256800958933122,0.014115896512907585,0.01914232639232572,0.034517565358310374,0.015873143176603488,0.016003165421210292,0.012177826411275898,0.0,0.0
A2AN08,2.9447035395661083,2.8947475047569027,3.212237214139313,2.5179064035140173,2.328978647295677,3.1924940330276357,3.2117307405778037,3.116326954605686,3.443797949011366,1.8284775210094342,2.44836472186563,2.6322980072078423,1.983344630487691,2.217393530788213,2.6086197572309273
A2AP18,0.028662121108880726,0.03226324405106073,0.030186554637286107,0.0299501057065727,0.019138025519322106,0.034183232000552344,0.028607771404803393,0.021008169897390423,0.02015112405049162,0.01767096482241225,0.0,0.04061947436177514,0.028181149893251517,0.01565416778892001,0.025997508701615192
A2APT9,0.008004456681194814,0.04589183361872279,0.04476686079977383,0.04372646272668055,0.03703188126368207,0.005328881105178856,0.026689470051391075,0.008838642644999182,0.0,0.041225995665445894,0.009035972002251286,0.030396106576802973,0.015340417608781163,0.0424720187425619,0.015163929754568114
A2APV2,3.133212782923989,4.226121091324025,3.359528665897844,2.7890774651940964,2.1329002077838997,3.323428601383871,2.296862690899649,4.5621941656145735,2.1940199569144085,2.4258555500652865,2.81528961002129,3.4722625301926913,1.9753385209080476,3.528703316436332,3.0041254421735353
A2APX8,1.7344612157554542,1.1268276261907244,1.4761917068704207,1.150283489087156,0.9685806980270936,1.2297540875398878,9.871259047767557,1.513627488480666,10.385466137189207,0.9384753451637527,1.2151672775384288,8.656106214162756,0.7016910262691699,1.0782732854337658,1.155522628437892
A2APY7,0.4575359493177368,0.39420446110675894,0.4360345860355997,0.41557713580925526,0.32738231369985,0.4715162774403215,0.3697691229508573,0.2842801963579576,0.4201913527308509,0.396326519223278,0.3438979464854865,0.35627910656814027,0.3864638050866864,0.40030784063878955,0.36982792295902145
A2AQ07,0.12425105071301536,0.14713146177806954,0.13968564162600622,0.14407575536352116,0.09246932413003428,0.14423179885637424,0.14302737294024415,0.09662297630689866,0.34095429692787504,0.2859138855792257,0.33756540010113717,0.16194305573622295,0.12702671372608063,0.17037148777790762,0.1586877288482108
A2AQ19,0.0,0.0442413029664179,0.015872520104213528,0.02673414284907637,0.01161300596138457,0.06484797206047299,0.027349115823302014,0.035454919378012116,0.026027347419388686,0.033908789955165566,0.025491797398248032,0.04028278712082923,0.030862662861793334,0.037841239314401594,0.044193197483331
